lagoslakeid,sampledate,chla,lake_year
-77,6/25/2008,85,-77_2008
-77,7/7/2008,33,-77_2008
-77,7/28/2008,22,-77_2008
-77,8/11/2008,150,-77_2008
-77,8/24/2008,26,-77_2008
-77,9/9/2008,68,-77_2008
-77,6/8/2009,12,-77_2009
-77,6/29/2009,71,-77_2009
-77,7/6/2009,120,-77_2009
-77,7/23/2009,3,-77_2009
-77,8/3/2009,11,-77_2009
-77,8/23/2009,51,-77_2009
-77,9/7/2009,41,-77_2009
-77,6/23/2011,31,-77_2011
-77,7/7/2011,11,-77_2011
-77,7/26/2011,200,-77_2011
-77,8/15/2011,56,-77_2011
-77,8/31/2011,22,-77_2011
-77,9/1/2011,32,-77_2011
-77,6/8/2012,44,-77_2012
-77,6/28/2012,38,-77_2012
-77,7/18/2012,24,-77_2012
-77,7/31/2012,42,-77_2012
-77,8/17/2012,65,-77_2012
-77,9/4/2012,22,-77_2012
-77,9/18/2012,48,-77_2012
-77,6/6/2013,38,-77_2013
-77,6/22/2013,5,-77_2013
-77,7/11/2013,40,-77_2013
-77,7/26/2013,43,-77_2013
-77,8/13/2013,30,-77_2013
-77,9/3/2013,160,-77_2013
-77,9/16/2013,NA,-77_2013
-77,6/10/2014,15,-77_2014
-77,6/25/2014,56,-77_2014
-77,7/11/2014,80,-77_2014
-77,7/31/2014,34,-77_2014
-77,8/13/2014,49,-77_2014
-77,8/27/2014,37,-77_2014
-77,9/16/2014,42,-77_2014
-77,6/5/2015,21,-77_2015
-77,6/29/2015,30,-77_2015
-77,7/16/2015,25,-77_2015
-77,7/23/2015,49,-77_2015
-77,8/12/2015,21,-77_2015
-77,6/7/2016,17,-77_2016
-77,6/20/2016,38,-77_2016
-77,7/14/2016,5,-77_2016
-77,7/24/2016,54,-77_2016
-77,8/8/2016,58,-77_2016
-77,8/24/2016,140,-77_2016
-77,9/11/2016,NA,-77_2016
-77,6/8/2017,16,-77_2017
-77,6/19/2017,53,-77_2017
-77,7/3/2017,70,-77_2017
-77,7/24/2017,51,-77_2017
-77,8/7/2017,38,-77_2017
-77,8/24/2017,90,-77_2017
-77,9/8/2017,32,-77_2017
-77,6/8/2018,9,-77_2018
-77,6/22/2018,38,-77_2018
-77,7/2/2018,69,-77_2018
-77,7/29/2018,12,-77_2018
-77,8/7/2018,37,-77_2018
-77,8/27/2018,67,-77_2018
-77,9/14/2018,47,-77_2018
-66,6/18/1999,15,-66_1999
-66,7/1/1999,4,-66_1999
-66,7/7/1999,NA,-66_1999
-66,7/15/1999,8,-66_1999
-66,8/6/1999,22,-66_1999
-66,8/20/1999,NA,-66_1999
-66,9/9/1999,44,-66_1999
-66,9/23/1999,21,-66_1999
-66,5/30/2000,3,-66_2000
-66,6/7/2000,4,-66_2000
-66,6/22/2000,7,-66_2000
-66,7/6/2000,5,-66_2000
-66,7/20/2000,10,-66_2000
-66,8/1/2000,11,-66_2000
-66,8/17/2000,36,-66_2000
-66,8/31/2000,31,-66_2000
-66,9/13/2000,33,-66_2000
-66,6/8/2001,2,-66_2001
-66,6/21/2001,8,-66_2001
-66,7/11/2001,4,-66_2001
-66,7/26/2001,20,-66_2001
-66,8/10/2001,20,-66_2001
-66,8/20/2001,26,-66_2001
-66,9/3/2001,12,-66_2001
-66,9/17/2001,20,-66_2001
-66,6/7/2002,12,-66_2002
-66,6/20/2002,9,-66_2002
-66,7/2/2002,6,-66_2002
-66,7/18/2002,22,-66_2002
-66,7/31/2002,38,-66_2002
-66,8/15/2002,34,-66_2002
-66,8/28/2002,18,-66_2002
-66,9/9/2002,36,-66_2002
-66,9/20/2002,30,-66_2002
-66,6/5/2003,10,-66_2003
-66,6/23/2003,21,-66_2003
-66,7/7/2003,NA,-66_2003
-66,7/24/2003,51,-66_2003
-66,8/4/2003,81,-66_2003
-66,8/19/2003,61,-66_2003
-66,9/4/2003,62,-66_2003
-66,9/19/2003,48,-66_2003
-66,6/11/2004,15,-66_2004
-66,6/22/2004,14,-66_2004
-66,7/1/2004,16,-66_2004
-66,7/18/2004,27,-66_2004
-66,8/5/2004,32,-66_2004
-66,8/22/2004,188,-66_2004
-66,9/2/2004,NA,-66_2004
-66,6/16/2005,22,-66_2005
-66,6/23/2005,11,-66_2005
-66,7/5/2005,75,-66_2005
-66,7/19/2005,74,-66_2005
-66,8/12/2005,55,-66_2005
-66,8/25/2005,NA,-66_2005
-66,9/6/2005,88,-66_2005
-66,6/8/2006,5,-66_2006
-66,6/21/2006,6,-66_2006
-66,7/6/2006,17,-66_2006
-66,7/24/2006,10,-66_2006
-66,8/10/2006,15,-66_2006
-66,8/23/2006,24,-66_2006
-66,9/7/2006,30,-66_2006
-66,6/4/2007,12,-66_2007
-66,6/19/2007,19,-66_2007
-66,7/9/2007,6,-66_2007
-66,7/17/2007,42,-66_2007
-66,8/13/2007,35,-66_2007
-66,8/21/2007,19,-66_2007
-66,9/12/2007,20,-66_2007
-66,6/4/2008,4,-66_2008
-66,6/25/2008,6,-66_2008
-66,7/10/2008,3,-66_2008
-66,7/29/2008,5,-66_2008
-66,8/11/2008,27,-66_2008
-66,8/23/2008,15,-66_2008
-66,9/9/2008,8,-66_2008
-66,6/10/2009,13,-66_2009
-66,6/23/2009,15,-66_2009
-66,7/1/2009,11,-66_2009
-66,7/20/2009,12,-66_2009
-66,8/3/2009,29,-66_2009
-66,8/23/2009,9,-66_2009
-66,9/9/2009,9,-66_2009
-66,6/16/2011,15,-66_2011
-66,6/25/2011,8,-66_2011
-66,7/7/2011,8,-66_2011
-66,7/29/2011,32,-66_2011
-66,8/4/2011,39,-66_2011
-66,8/25/2011,35,-66_2011
-66,9/15/2011,39,-66_2011
-66,6/7/2012,7,-66_2012
-66,6/22/2012,24,-66_2012
-66,7/8/2012,33,-66_2012
-66,7/25/2012,21,-66_2012
-66,8/7/2012,42,-66_2012
-66,8/26/2012,39,-66_2012
-66,9/6/2012,30,-66_2012
-66,6/6/2013,4,-66_2013
-66,6/19/2013,10,-66_2013
-66,7/2/2013,28,-66_2013
-66,7/19/2013,9,-66_2013
-66,8/9/2013,50,-66_2013
-66,8/26/2013,39,-66_2013
-66,9/5/2013,41,-66_2013
-66,6/4/2014,3,-66_2014
-66,6/25/2014,8,-66_2014
-66,7/9/2014,11,-66_2014
-66,7/23/2014,9,-66_2014
-66,8/13/2014,34,-66_2014
-66,8/26/2014,50,-66_2014
-66,9/6/2014,26,-66_2014
-66,6/4/2015,3,-66_2015
-66,6/23/2015,8,-66_2015
-66,7/10/2015,7,-66_2015
-66,7/23/2015,17,-66_2015
-66,8/11/2015,17,-66_2015
-66,6/2/2016,2,-66_2016
-66,6/20/2016,9,-66_2016
-66,7/7/2016,17,-66_2016
-66,7/25/2016,30,-66_2016
-66,8/8/2016,35,-66_2016
-66,8/25/2016,29,-66_2016
-66,9/1/2016,40,-66_2016
-66,6/9/2018,9,-66_2018
-66,6/23/2018,16,-66_2018
-66,7/12/2018,25,-66_2018
-66,7/21/2018,21,-66_2018
-66,8/12/2018,33,-66_2018
-66,8/22/2018,47,-66_2018
-66,9/8/2018,35,-66_2018
-55,6/9/2002,12,-55_2002
-55,6/27/2002,105,-55_2002
-55,7/11/2002,NA,-55_2002
-55,7/26/2002,NA,-55_2002
-55,8/9/2002,NA,-55_2002
-55,8/19/2002,38,-55_2002
-55,9/7/2002,44,-55_2002
-55,6/15/2003,8,-55_2003
-55,6/29/2003,86,-55_2003
-55,7/13/2003,104,-55_2003
-55,7/26/2003,45,-55_2003
-55,8/19/2003,180,-55_2003
-55,8/31/2003,132,-55_2003
-55,6/9/2006,78,-55_2006
-55,6/19/2006,87,-55_2006
-55,7/9/2006,164,-55_2006
-55,7/18/2006,33,-55_2006
-55,8/5/2006,64,-55_2006
-55,8/21/2006,11,-55_2006
-55,9/4/2006,6,-55_2006
-55,6/11/2007,39,-55_2007
-55,6/23/2007,31,-55_2007
-55,7/12/2007,102,-55_2007
-55,7/17/2007,136,-55_2007
-55,8/8/2007,9,-55_2007
-55,8/26/2007,17,-55_2007
-55,9/12/2007,23,-55_2007
-55,6/16/2008,22,-55_2008
-55,6/22/2008,6,-55_2008
-55,7/11/2008,7,-55_2008
-55,7/29/2008,16,-55_2008
-55,8/16/2008,100,-55_2008
-55,8/29/2008,32,-55_2008
-55,9/18/2008,48,-55_2008
-55,6/19/2009,21,-55_2009
-55,6/24/2009,13,-55_2009
-55,7/14/2009,59,-55_2009
-55,7/24/2009,140,-55_2009
-55,8/7/2009,23,-55_2009
-55,8/29/2009,150,-55_2009
-55,6/13/2010,15,-55_2010
-55,6/29/2010,20,-55_2010
-55,7/9/2010,180,-55_2010
-55,7/22/2010,37,-55_2010
-55,8/4/2010,14,-55_2010
-55,8/21/2010,79,-55_2010
-55,6/8/2012,85,-55_2012
-55,6/28/2012,96,-55_2012
-55,7/18/2012,190,-55_2012
-55,7/31/2012,330,-55_2012
-55,8/17/2012,180,-55_2012
-55,9/4/2012,80,-55_2012
-55,9/18/2012,NA,-55_2012
-55,6/6/2013,2,-55_2013
-55,6/24/2013,26,-55_2013
-55,7/11/2013,110,-55_2013
-55,7/28/2013,52,-55_2013
-55,8/13/2013,45,-55_2013
-55,8/24/2013,49,-55_2013
-55,9/7/2013,45,-55_2013
-55,6/1/2014,38,-55_2014
-55,6/13/2014,22,-55_2014
-55,6/27/2014,26,-55_2014
-55,7/12/2014,540,-55_2014
-55,7/28/2014,52,-55_2014
-55,8/12/2014,73,-55_2014
-55,8/22/2014,50,-55_2014
-55,6/8/2015,17,-55_2015
-55,6/25/2015,16,-55_2015
-55,7/7/2015,120,-55_2015
-55,7/22/2015,44,-55_2015
-55,8/11/2015,30,-55_2015
-55,6/4/2017,14,-55_2017
-55,6/28/2017,51,-55_2017
-55,7/7/2017,39,-55_2017
-55,7/20/2017,60,-55_2017
-55,8/7/2017,40,-55_2017
-55,8/18/2017,64,-55_2017
-55,9/6/2017,50,-55_2017
-55,6/1/2018,6,-55_2018
-55,6/23/2018,43,-55_2018
-55,7/8/2018,59,-55_2018
-55,7/23/2018,56,-55_2018
-55,8/14/2018,78,-55_2018
-55,8/19/2018,59,-55_2018
-55,9/7/2018,69,-55_2018
-44,7/30/1999,25,-44_1999
-44,8/12/1999,78,-44_1999
-44,8/26/1999,NA,-44_1999
-44,9/9/1999,7,-44_1999
-44,9/23/1999,31,-44_1999
-44,5/23/2000,4,-44_2000
-44,6/6/2000,7,-44_2000
-44,6/20/2000,7,-44_2000
-44,7/11/2000,58,-44_2000
-44,7/25/2000,90,-44_2000
-44,8/8/2000,297,-44_2000
-44,8/22/2000,3,-44_2000
-44,9/5/2000,6,-44_2000
-44,9/19/2000,349,-44_2000
-44,6/5/2001,7,-44_2001
-44,6/19/2001,12,-44_2001
-44,7/3/2001,57,-44_2001
-44,7/17/2001,681,-44_2001
-44,7/31/2001,151,-44_2001
-44,8/14/2001,85,-44_2001
-44,8/28/2001,11,-44_2001
-44,9/11/2001,31,-44_2001
-44,9/25/2001,26,-44_2001
-44,6/11/2002,12,-44_2002
-44,6/25/2002,27,-44_2002
-44,7/9/2002,77,-44_2002
-44,7/23/2002,64,-44_2002
-44,8/6/2002,12,-44_2002
-44,8/20/2002,97,-44_2002
-44,9/3/2002,109,-44_2002
-44,9/17/2002,60,-44_2002
-44,6/10/2003,4,-44_2003
-44,6/24/2003,34,-44_2003
-44,7/8/2003,15,-44_2003
-44,7/22/2003,87,-44_2003
-44,8/5/2003,106,-44_2003
-44,8/19/2003,89,-44_2003
-44,9/2/2003,24,-44_2003
-44,9/16/2003,71,-44_2003
-44,6/2/2004,21,-44_2004
-44,6/15/2004,22,-44_2004
-44,6/29/2004,43,-44_2004
-44,7/13/2004,175,-44_2004
-44,7/27/2004,325,-44_2004
-44,8/10/2004,423,-44_2004
-44,8/24/2004,490,-44_2004
-44,9/7/2004,374,-44_2004
-44,6/7/2005,2,-44_2005
-44,6/21/2005,7,-44_2005
-44,7/5/2005,74,-44_2005
-44,7/19/2005,69,-44_2005
-44,8/2/2005,315,-44_2005
-44,8/30/2005,NA,-44_2005
-44,9/20/2005,100,-44_2005
-44,6/6/2006,5,-44_2006
-44,6/20/2006,8,-44_2006
-44,7/5/2006,22,-44_2006
-44,7/18/2006,21,-44_2006
-44,8/1/2006,255,-44_2006
-44,8/15/2006,61,-44_2006
-44,9/19/2006,102,-44_2006
-44,6/5/2007,3,-44_2007
-44,6/19/2007,26,-44_2007
-44,7/10/2007,107,-44_2007
-44,7/24/2007,51,-44_2007
-44,8/7/2007,16,-44_2007
-44,8/21/2007,224,-44_2007
-44,9/11/2007,32,-44_2007
-44,6/10/2008,3,-44_2008
-44,6/24/2008,28,-44_2008
-44,7/8/2008,81,-44_2008
-44,7/22/2008,16,-44_2008
-44,8/5/2008,100,-44_2008
-44,8/26/2008,50,-44_2008
-44,9/9/2008,37,-44_2008
-44,6/13/2009,3,-44_2009
-44,6/23/2009,6,-44_2009
-44,7/7/2009,7,-44_2009
-44,7/21/2009,740,-44_2009
-44,8/11/2009,310,-44_2009
-44,8/25/2009,730,-44_2009
-44,9/8/2009,170,-44_2009
-44,6/24/2010,69,-44_2010
-44,7/6/2010,11,-44_2010
-44,7/23/2010,29,-44_2010
-44,8/13/2010,6,-44_2010
-44,8/27/2010,91,-44_2010
-44,9/17/2010,2,-44_2010
-44,6/11/2011,2,-44_2011
-44,6/25/2011,4,-44_2011
-44,7/8/2011,97,-44_2011
-44,7/28/2011,34,-44_2011
-44,8/13/2011,22,-44_2011
-44,8/26/2011,20,-44_2011
-44,9/5/2011,21,-44_2011
-33,5/5/1980,64,-33_1980
-33,5/12/1980,36,-33_1980
-33,5/20/1980,33,-33_1980
-33,5/27/1980,25,-33_1980
-33,6/2/1980,11,-33_1980
-33,6/16/1980,14,-33_1980
-33,6/23/1980,8,-33_1980
-33,6/30/1980,23,-33_1980
-33,7/7/1980,25,-33_1980
-33,7/14/1980,11,-33_1980
-33,7/21/1980,41,-33_1980
-33,7/28/1980,12,-33_1980
-33,8/11/1980,71,-33_1980
-33,8/18/1980,59,-33_1980
-33,8/25/1980,19,-33_1980
-33,9/2/1980,11,-33_1980
-33,9/8/1980,29,-33_1980
-33,9/15/1980,23,-33_1980
-33,9/22/1980,20,-33_1980
-33,5/4/1981,20,-33_1981
-33,5/11/1981,10,-33_1981
-33,5/19/1981,9,-33_1981
-33,5/26/1981,77,-33_1981
-33,6/1/1981,36,-33_1981
-33,6/8/1981,36,-33_1981
-33,6/15/1981,19,-33_1981
-33,6/22/1981,22,-33_1981
-33,6/29/1981,11,-33_1981
-33,7/13/1981,20,-33_1981
-33,7/20/1981,57,-33_1981
-33,7/27/1981,26,-33_1981
-33,8/3/1981,26,-33_1981
-33,8/10/1981,40,-33_1981
-33,8/24/1981,14,-33_1981
-33,9/1/1981,23,-33_1981
-33,9/8/1981,21,-33_1981
-33,9/14/1981,34,-33_1981
-33,9/22/1981,20,-33_1981
-33,9/29/1981,21,-33_1981
-33,5/5/1982,89,-33_1982
-33,5/12/1982,56,-33_1982
-33,5/19/1982,23,-33_1982
-33,5/26/1982,9,-33_1982
-33,6/1/1982,18,-33_1982
-33,6/8/1982,26,-33_1982
-33,6/15/1982,10,-33_1982
-33,6/21/1982,24,-33_1982
-33,7/6/1982,26,-33_1982
-33,7/13/1982,39,-33_1982
-33,7/20/1982,8,-33_1982
-33,7/27/1982,34,-33_1982
-33,8/4/1982,37,-33_1982
-33,8/17/1982,11,-33_1982
-33,8/25/1982,36,-33_1982
-33,8/31/1982,14,-33_1982
-33,9/13/1982,25,-33_1982
-33,9/28/1982,17,-33_1982
-33,5/24/1983,22,-33_1983
-33,6/7/1983,19,-33_1983
-33,6/14/1983,20,-33_1983
-33,6/21/1983,10,-33_1983
-33,6/28/1983,24,-33_1983
-33,7/19/1983,28,-33_1983
-33,7/26/1983,59,-33_1983
-33,8/3/1983,25,-33_1983
-33,8/9/1983,65,-33_1983
-33,8/23/1983,33,-33_1983
-33,8/30/1983,19,-33_1983
-33,9/6/1983,21,-33_1983
-33,9/13/1983,18,-33_1983
-33,9/20/1983,17,-33_1983
-33,9/27/1983,34,-33_1983
-33,5/1/1984,29,-33_1984
-33,5/14/1984,9,-33_1984
-33,5/23/1984,44,-33_1984
-33,6/5/1984,14,-33_1984
-33,6/13/1984,3,-33_1984
-33,7/10/1984,8,-33_1984
-33,7/18/1984,7,-33_1984
-33,7/24/1984,87,-33_1984
-33,7/31/1984,21,-33_1984
-33,8/8/1984,56,-33_1984
-33,8/14/1984,28,-33_1984
-33,8/28/1984,18,-33_1984
-33,5/7/1985,25,-33_1985
-33,5/15/1985,25,-33_1985
-33,5/21/1985,83,-33_1985
-33,5/28/1985,37,-33_1985
-33,6/4/1985,16,-33_1985
-33,6/11/1985,19,-33_1985
-33,6/25/1985,9,-33_1985
-33,7/9/1985,17,-33_1985
-33,7/16/1985,32,-33_1985
-33,7/23/1985,10,-33_1985
-33,7/30/1985,30,-33_1985
-33,8/6/1985,18,-33_1985
-33,8/27/1985,6,-33_1985
-33,9/3/1985,8,-33_1985
-33,9/10/1985,29,-33_1985
-33,9/17/1985,15,-33_1985
-33,9/24/1985,11,-33_1985
-33,5/6/1986,24,-33_1986
-33,5/13/1986,23,-33_1986
-33,5/20/1986,10,-33_1986
-33,5/27/1986,32,-33_1986
-33,6/3/1986,28,-33_1986
-33,6/10/1986,35,-33_1986
-33,6/17/1986,20,-33_1986
-33,6/24/1986,45,-33_1986
-33,7/8/1986,10,-33_1986
-33,7/22/1986,59,-33_1986
-33,7/29/1986,37,-33_1986
-33,8/5/1986,19,-33_1986
-33,8/12/1986,18,-33_1986
-33,8/19/1986,12,-33_1986
-33,8/26/1986,26,-33_1986
-33,9/2/1986,16,-33_1986
-33,9/9/1986,11,-33_1986
-33,9/16/1986,14,-33_1986
-33,9/23/1986,13,-33_1986
-33,9/30/1986,15,-33_1986
-33,5/5/1987,27,-33_1987
-33,5/12/1987,36,-33_1987
-33,5/26/1987,5,-33_1987
-33,6/2/1987,70,-33_1987
-33,6/16/1987,16,-33_1987
-33,6/23/1987,17,-33_1987
-33,6/30/1987,46,-33_1987
-33,7/7/1987,31,-33_1987
-33,7/14/1987,22,-33_1987
-33,7/21/1987,22,-33_1987
-33,7/28/1987,47,-33_1987
-33,8/4/1987,21,-33_1987
-33,8/11/1987,24,-33_1987
-33,8/18/1987,27,-33_1987
-33,9/8/1987,16,-33_1987
-33,9/15/1987,15,-33_1987
-33,9/22/1987,16,-33_1987
-33,9/29/1987,15,-33_1987
-33,5/3/1988,60,-33_1988
-33,5/9/1988,41,-33_1988
-33,5/19/1988,45,-33_1988
-33,5/31/1988,58,-33_1988
-33,6/7/1988,47,-33_1988
-33,6/14/1988,44,-33_1988
-33,6/21/1988,82,-33_1988
-33,6/28/1988,81,-33_1988
-33,7/5/1988,31,-33_1988
-33,7/12/1988,40,-33_1988
-33,7/19/1988,52,-33_1988
-33,7/26/1988,44,-33_1988
-33,8/2/1988,37,-33_1988
-33,8/9/1988,33,-33_1988
-33,8/16/1988,36,-33_1988
-33,8/23/1988,18,-33_1988
-33,9/6/1988,21,-33_1988
-33,9/13/1988,20,-33_1988
-33,9/20/1988,29,-33_1988
-33,9/27/1988,23,-33_1988
-33,5/2/1989,26,-33_1989
-33,5/9/1989,27,-33_1989
-33,5/16/1989,36,-33_1989
-33,5/30/1989,8,-33_1989
-33,6/6/1989,2,-33_1989
-33,6/13/1989,6,-33_1989
-33,6/20/1989,10,-33_1989
-33,6/27/1989,95,-33_1989
-33,7/11/1989,36,-33_1989
-33,7/18/1989,13,-33_1989
-33,7/25/1989,14,-33_1989
-33,8/1/1989,30,-33_1989
-33,8/8/1989,25,-33_1989
-33,8/22/1989,15,-33_1989
-33,8/29/1989,13,-33_1989
-33,9/5/1989,30,-33_1989
-33,9/19/1989,33,-33_1989
-33,9/26/1989,29,-33_1989
-33,5/1/1990,27,-33_1990
-33,5/8/1990,59,-33_1990
-33,5/15/1990,64,-33_1990
-33,5/29/1990,34,-33_1990
-33,6/12/1990,41,-33_1990
-33,6/19/1990,19,-33_1990
-33,6/26/1990,6,-33_1990
-33,7/10/1990,29,-33_1990
-33,7/17/1990,18,-33_1990
-33,7/24/1990,30,-33_1990
-33,7/31/1990,27,-33_1990
-33,8/7/1990,30,-33_1990
-33,8/21/1990,26,-33_1990
-33,9/11/1990,32,-33_1990
-33,9/25/1990,16,-33_1990
-33,5/28/1991,13,-33_1991
-33,7/9/1991,26,-33_1991
-33,7/16/1991,8,-33_1991
-33,7/30/1991,19,-33_1991
-33,8/6/1991,8,-33_1991
-33,8/13/1991,49,-33_1991
-33,8/20/1991,25,-33_1991
-33,9/3/1991,27,-33_1991
-33,5/5/1992,27,-33_1992
-33,6/9/1992,46,-33_1992
-33,6/23/1992,22,-33_1992
-33,6/30/1992,57,-33_1992
-33,7/7/1992,30,-33_1992
-33,7/21/1992,42,-33_1992
-33,7/28/1992,41,-33_1992
-33,8/4/1992,34,-33_1992
-33,8/18/1992,30,-33_1992
-33,8/25/1992,43,-33_1992
-33,9/1/1992,58,-33_1992
-33,5/18/1993,35,-33_1993
-33,6/1/1993,25,-33_1993
-33,6/15/1993,6,-33_1993
-33,6/29/1993,4,-33_1993
-33,7/20/1993,10,-33_1993
-33,7/27/1993,5,-33_1993
-33,8/10/1993,5,-33_1993
-33,8/17/1993,25,-33_1993
-33,8/24/1993,14,-33_1993
-33,9/7/1993,13,-33_1993
-33,9/21/1993,14,-33_1993
-33,5/3/1994,46,-33_1994
-33,5/17/1994,42,-33_1994
-33,6/7/1994,77,-33_1994
-33,6/14/1994,26,-33_1994
-33,6/28/1994,22,-33_1994
-33,7/5/1994,15,-33_1994
-33,7/12/1994,42,-33_1994
-33,7/19/1994,20,-33_1994
-33,8/9/1994,90,-33_1994
-33,8/30/1994,10,-33_1994
-33,9/6/1994,18,-33_1994
-33,9/20/1994,16,-33_1994
-33,5/4/1995,74,-33_1995
-33,5/23/1995,20,-33_1995
-33,6/6/1995,24,-33_1995
-33,6/13/1995,41,-33_1995
-33,6/27/1995,5,-33_1995
-33,7/11/1995,14,-33_1995
-33,7/18/1995,16,-33_1995
-33,7/25/1995,54,-33_1995
-33,8/15/1995,21,-33_1995
-33,8/31/1995,15,-33_1995
-33,9/21/1995,15,-33_1995
-33,5/14/1996,19,-33_1996
-33,6/4/1996,19,-33_1996
-33,6/11/1996,4,-33_1996
-33,6/25/1996,8,-33_1996
-33,7/9/1996,15,-33_1996
-33,7/16/1996,35,-33_1996
-33,7/23/1996,12,-33_1996
-33,8/13/1996,46,-33_1996
-33,8/20/1996,14,-33_1996
-33,8/27/1996,42,-33_1996
-33,9/4/1996,22,-33_1996
-33,9/18/1996,13,-33_1996
-33,5/13/1997,12,-33_1997
-33,5/20/1997,36,-33_1997
-33,6/2/1997,56,-33_1997
-33,6/9/1997,36,-33_1997
-33,6/16/1997,4,-33_1997
-33,7/8/1997,10,-33_1997
-33,7/15/1997,12,-33_1997
-33,7/22/1997,16,-33_1997
-33,8/5/1997,72,-33_1997
-33,8/12/1997,15,-33_1997
-33,8/28/1997,2,-33_1997
-33,9/11/1997,59,-33_1997
-33,9/25/1997,5,-33_1997
-33,5/12/1998,31,-33_1998
-33,5/19/1998,17,-33_1998
-33,6/2/1998,9,-33_1998
-33,6/9/1998,8,-33_1998
-33,6/16/1998,6,-33_1998
-33,7/7/1998,10,-33_1998
-33,7/14/1998,9,-33_1998
-33,7/21/1998,5,-33_1998
-33,8/4/1998,13,-33_1998
-33,8/11/1998,27,-33_1998
-33,8/18/1998,23,-33_1998
-33,5/11/1999,18,-33_1999
-33,5/18/1999,23,-33_1999
-33,6/1/1999,20,-33_1999
-33,6/8/1999,19,-33_1999
-33,6/29/1999,28,-33_1999
-33,7/6/1999,22,-33_1999
-33,7/13/1999,22,-33_1999
-33,7/27/1999,60,-33_1999
-33,8/3/1999,29,-33_1999
-33,8/24/1999,17,-33_1999
-33,8/31/1999,26,-33_1999
-33,9/7/1999,10,-33_1999
-33,9/14/1999,17,-33_1999
-33,5/9/2000,25,-33_2000
-33,5/16/2000,15,-33_2000
-33,6/6/2000,29,-33_2000
-33,6/13/2000,11,-33_2000
-33,6/27/2000,22,-33_2000
-33,7/11/2000,54,-33_2000
-33,7/18/2000,39,-33_2000
-33,7/25/2000,44,-33_2000
-33,8/1/2000,57,-33_2000
-33,8/15/2000,34,-33_2000
-33,8/24/2000,11,-33_2000
-33,9/7/2000,12,-33_2000
-33,9/21/2000,17,-33_2000
-33,5/1/2001,18,-33_2001
-33,5/15/2001,7,-33_2001
-33,6/12/2001,12,-33_2001
-33,6/26/2001,5,-33_2001
-33,7/10/2001,111,-33_2001
-33,7/17/2001,11,-33_2001
-33,7/24/2001,29,-33_2001
-33,8/7/2001,7,-33_2001
-33,8/14/2001,60,-33_2001
-33,8/21/2001,6,-33_2001
-33,9/4/2001,248,-33_2001
-33,9/18/2001,3,-33_2001
-33,5/7/2002,30,-33_2002
-33,5/14/2002,5,-33_2002
-33,6/11/2002,4,-33_2002
-33,6/18/2002,9,-33_2002
-33,6/25/2002,29,-33_2002
-33,7/2/2002,6,-33_2002
-33,7/9/2002,91,-33_2002
-33,7/16/2002,14,-33_2002
-33,8/6/2002,11,-33_2002
-33,8/13/2002,12,-33_2002
-33,8/20/2002,20,-33_2002
-33,9/3/2002,47,-33_2002
-33,9/17/2002,13,-33_2002
-33,5/13/2003,15,-33_2003
-33,6/11/2003,55,-33_2003
-33,6/17/2003,32,-33_2003
-33,6/24/2003,33,-33_2003
-33,7/8/2003,30,-33_2003
-33,7/15/2003,17,-33_2003
-33,7/22/2003,29,-33_2003
-33,8/5/2003,55,-33_2003
-33,8/12/2003,102,-33_2003
-33,8/19/2003,50,-33_2003
-33,9/10/2003,19,-33_2003
-33,9/24/2003,14,-33_2003
-33,5/4/2004,87,-33_2004
-33,5/25/2004,53,-33_2004
-33,6/1/2004,8,-33_2004
-33,6/15/2004,17,-33_2004
-33,6/29/2004,128,-33_2004
-33,7/6/2004,30,-33_2004
-33,7/13/2004,25,-33_2004
-33,7/26/2004,40,-33_2004
-33,8/2/2004,27,-33_2004
-33,8/16/2004,18,-33_2004
-33,8/30/2004,11,-33_2004
-33,9/13/2004,8,-33_2004
-33,9/27/2004,13,-33_2004
-33,5/16/2005,13,-33_2005
-33,5/23/2005,17,-33_2005
-33,6/6/2005,40,-33_2005
-33,6/13/2005,47,-33_2005
-33,6/27/2005,31,-33_2005
-33,7/11/2005,35,-33_2005
-33,7/18/2005,55,-33_2005
-33,7/25/2005,81,-33_2005
-33,8/1/2005,37,-33_2005
-33,8/15/2005,88,-33_2005
-33,8/23/2005,25,-33_2005
-33,9/6/2005,23,-33_2005
-33,9/20/2005,53,-33_2005
-33,5/15/2006,35,-33_2006
-33,5/22/2006,42,-33_2006
-33,6/5/2006,22,-33_2006
-33,6/12/2006,9,-33_2006
-33,6/26/2006,43,-33_2006
-33,7/10/2006,73,-33_2006
-33,7/17/2006,52,-33_2006
-33,7/24/2006,44,-33_2006
-33,8/7/2006,34,-33_2006
-33,8/14/2006,16,-33_2006
-33,8/22/2006,25,-33_2006
-33,9/5/2006,49,-33_2006
-33,9/19/2006,57,-33_2006
-33,5/14/2007,15,-33_2007
-33,5/21/2007,6,-33_2007
-33,6/4/2007,10,-33_2007
-33,6/11/2007,6,-33_2007
-33,6/25/2007,5,-33_2007
-33,7/9/2007,35,-33_2007
-33,7/16/2007,50,-33_2007
-33,7/23/2007,20,-33_2007
-33,8/6/2007,3,-33_2007
-33,8/13/2007,38,-33_2007
-33,8/21/2007,23,-33_2007
-33,9/4/2007,20,-33_2007
-33,9/18/2007,23,-33_2007
-33,5/12/2008,12,-33_2008
